WordId,TestId,PartOfSpeech,Description,Example,Source
675,0,adjective,showing a cheerful willingness to do favors for others.,"On her first day at the job, Annie was complaisant, fulfilling every request of her new employee and. anticipating future requests.",Magoosh
676,0,adjective,"Associated with or participating in an activity, especially one of a questionable nature.","While the grand jury cleared the senator of all criminal charges, in the public mind he was still complicit in the corruption.",Magoosh
677,0,verb,to make peace with.,"His opponents believed his gesture to be conciliatory, yet as soon as they put down their weapons, he unsheathed a hidden sword.",Magoosh
678,0,adjective,describing an event or situation that happens at the same time as or in connection with another.,Concomitant with his desire for nature was a desire for the culture and energy of a big city.,Magoosh
679,0,noun,a very intense and uncontrolled fire.,"In the summer months, conflagrations are not uncommon in the southwest, do to the heat and lack of rain.",Magoosh
680,0,verb,mix together different elements or concepts.,"In her recent book, the author conflates several genres--the detective story, the teen thriller, and the vampire romance--to create a memorable read.",Magoosh
681,0,adjective,likely to argue.,"Since old grandpa Harry became very contentious during the summer when only reruns were on T.V., the grandkids learned to hide from him at every opportunity.",Magoosh
682,0,noun,a practical consequence that follows naturally.,"A corollary of Hurricane Sandy, which ravaged the east coast of the U.S., is a push to build higher sea walls to protect against future hurricanes.",Magoosh
683,0,verb,treat with excessive indulgence.,"The king and queen cosseted the young prince, giving him a prized miniature pony for his fifth birthday.",Magoosh
684,0,adjective,being of equal extent or scope or duration.,The border of the state is coterminous with geographic limits on travel; the east and north are surrounded by a nearly uncrossable river and the south by a desert.,Magoosh
685,0,verb,a contrary command cancelling or reversing a previous command.,"By the time the colonel countermanded his soldiers not to land in enemy territory, a few helicopters had already touched down amid heavy gunfire.",Magoosh
686,0,verb,to intimidate.,"Do not be cowed by a 3,000-word vocabulary list: turn that list into a deck of flashcards!. This word has other definitions but this is the most important one for the GRE.",Magoosh
687,0,adjective,brought low in spirit.,I asked Maria on a date and she refused without a moment's thought; I was crestfallen.,Magoosh
688,0,verb,cause to take on a definite and clear shape.,Only after fifteen minutes of brainstorming did Samantha's ideas for the essay crystallize. This word has other definitions but this is the most important one for the GRE.,Magoosh
689,0,noun,greed for money.,Some believe people that amassing as much wealth as possible is the meaning to life--yet they often realize that cupidity brings anything but happiness.,Magoosh
690,0,noun,"a grouchy, surly person.","Since Uncle Mike was the family curmudgeon, each Thanksgiving he was plied with copious amounts of wine, in the hope that she would become less grouchy.",Magoosh
691,0,adjective,having a sophisticated charm.,"James Bond is known for his good looks, high tech gadgets, and debonair manner.",Magoosh
692,0,verb,express strong disapproval of.,"The entire audience erupted in shouts and curses, decrying the penalty card issued by the referee.",Magoosh
693,0,verb,"to help pay the cost of, either in part of full.","In order for Sean to attend the prestigious college, his generous uncle helped defray the excessive tuition with a monthly donation.",Magoosh
694,0,verb,do something that one considers to be below one's dignity.,The master of the house never deigned to answer questions from the servants.,Magoosh
695,0,adjective,given to or marked by the open expression of emotion.,"When Sally told James that she wanted to break up with him, she expected he would react demonstratively, but he quietly nodded his head and left without saying a word.",Magoosh
696,0,noun,the final resolution of the many strands of a literary or dramatic work; the outcome of a complex sequence of events.,"At the denouement of the movie, all questions were answered, and the true identity of the robber was revealed.",Magoosh
697,0,adjective,(of a person) not doing one's duties.,The teacher was derelict in her duties because she hadn't graded a single student paper in three weeks.,Magoosh
697,0,noun,(of a building) abandoned.,"At one time the waterfront factories were busy and productive, but now they stand derelict and will be. torn down.",Magoosh
698,0,adjective,"uninteresting, lacking vitality.",Few novelists over 80 are able to produce anything more than desiccated works--boring shadows of former books. This word has other definitions but this is the most important one for the GRE.,Magoosh
699,0,noun,something desired as a necessity.,The desideratum of the environmental group is that motorists should rely on carpooling.,Magoosh
700,0,noun,a cruel and oppressive dictator.,"The Emperor Claudius was regarded as a fair-minded leader; his successor, Nero, was an absolute despot.",Magoosh
701,0,noun,a strong verbal attack against a person or institution.,"Steve's mom launched into a diatribe during the PTA meeting, contending that the school was little more than a daycare in which students stare at the wall and teachers stare at the chalkboard.",Magoosh
702,0,noun,to indicate smallness.,"He prefers to be called a diminutive of his name: ""Bill"" instead of ""John William."".",Magoosh
